spkid,full_name,pdes,name,kind,neo,pha,class,H,diameter_km,gm_km3_s2
20000098,    98 Ianthe (A868 HA),98,Ianthe,an,N,N,MBA,8.94,132.788,
20000099,    99 Dike (A868 KA),99,Dike,an,N,N,MBA,9.46,67.354,
20000100,   100 Hekate (A868 NA),100,Hekate,an,N,N,MBA,7.73,85.734,
20000101,   101 Helena (A868 PA),101,Helena,an,N,N,MBA,8.39,65.84,
20000102,   102 Miriam (A868 QA),102,Miriam,an,N,N,MBA,9.43,82.595,
20000103,   103 Hera (A868 RA),103,Hera,an,N,N,MBA,7.74,83.908,
20000104,   104 Klymene (A868 RB),104,Klymene,an,N,N,MBA,8.52,136.553,
20000105,   105 Artemis (A868 SA),105,Artemis,an,N,N,MBA,8.75,94.864,
20000106,   106 Dione (A868 TA),106,Dione,an,N,N,MBA,7.76,207.869,
20000107,   107 Camilla (A868 WA),107,Camilla,an,N,N,OMB,7.09,210.370,0.7475
20000108,   108 Hecuba (A869 GB),108,Hecuba,an,N,N,OMB,7.97,75.498,
20000109,   109 Felicitas (A869 TA),109,Felicitas,an,N,N,MBA,8.98,82.588,
20000110,   110 Lydia (A870 HA),110,Lydia,an,N,N,MBA,7.83,86.09,
20000111,   111 Ate (A870 PA),111,Ate,an,N,N,MBA,8.21,126.344,
20000112,   112 Iphigenia (A870 SA),112,Iphigenia,an,N,N,MBA,9.77,69.818,
20000113,   113 Amalthea (A871 EA),113,Amalthea,an,N,N,MBA,8.53,50.137,
20000114,   114 Kassandra (A871 OA),114,Kassandra,an,N,N,MBA,8.45,94.178,
20000115,   115 Thyra (A871 PA),115,Thyra,an,N,N,MBA,7.75,79.83,
20000116,   116 Sirona (A871 RA),116,Sirona,an,N,N,MBA,7.77,71.70,
20000117,   117 Lomia (A871 RB),117,Lomia,an,N,N,MBA,8.15,208.974,
20000118,   118 Peitho (A872 EA),118,Peitho,an,N,N,MBA,8.92,40.211,
20000119,   119 Althaea (A872 GA),119,Althaea,an,N,N,MBA,8.33,57.30,
20000120,   120 Lachesis (A872 GB),120,Lachesis,an,N,N,MBA,7.78,155.132,
20000121,   121 Hermione (A872 JA),121,Hermione,an,N,N,OMB,7.39,209.00,
20000122,   122 Gerda (A872 OA),122,Gerda,an,N,N,OMB,7.67,70.676,
20000123,   123 Brunhild (A872 OB),123,Brunhild,an,N,N,MBA,8.96,45.209,
20000124,   124 Alkeste (A872 QA),124,Alkeste,an,N,N,MBA,8.05,88.648,
20000125,   125 Liberatrix (A872 RA),125,Liberatrix,an,N,N,MBA,8.92,48.418,
20000126,   126 Velleda (A872 VA),126,Velleda,an,N,N,MBA,9.23,44.82,
20000127,   127 Johanna (A872 VB),127,Johanna,an,N,N,MBA,8.54,122,
20000128,   128 Nemesis (A872 WA),128,Nemesis,an,N,N,MBA,7.68,162.515,
20000129,   129 Antigone (A873 CA),129,Antigone,an,N,N,MBA,7.02,113,
20000130,   130 Elektra (A873 DA),130,Elektra,an,N,N,MBA,7.46,180.652,
20000131,   131 Vala (A873 KA),131,Vala,an,N,N,MBA,10.04,31.337,
20000132,   132 Aethra (A873 LA),132,Aethra,an,N,N,MCA,8.96,42.87,
20000133,   133 Cyrene (A873 QA),133,Cyrene,an,N,N,MBA,8.04,72.175,
20000134,   134 Sophrosyne (A873 SA),134,Sophrosyne,an,N,N,MBA,8.96,108,
20000135,   135 Hertha (A874 DA),135,Hertha,an,N,N,MBA,8.31,79.24,
20000136,   136 Austria (A874 FA),136,Austria,an,N,N,MBA,9.75,36.893,
20000137,   137 Meliboea (A874 HA),137,Meliboea,an,N,N,MBA,8.33,128.678,
20000138,   138 Tolosa (A874 KA),138,Tolosa,an,N,N,MBA,9.01,52.905,
20000139,   139 Juewa (A874 TA),139,Juewa,an,N,N,MBA,8.04,151.116,
20000140,   140 Siwa (A874 TB),140,Siwa,an,N,N,MBA,8.45,109.79,
20000141,   141 Lumen (A875 AA),141,Lumen,an,N,N,MBA,8.38,117.916,
20000142,   142 Polana (A875 BA),142,Polana,an,N,N,MBA,10.52,54.812,
20000143,   143 Adria (A875 DA),143,Adria,an,N,N,MBA,9.32,95.377,
20000144,   144 Vibilia (A875 LA),144,Vibilia,an,N,N,MBA,8.05,142.38,
20000145,   145 Adeona (A875 LB),145,Adeona,an,N,N,MBA,8.40,127.783,
20000146,   146 Lucina (A875 LC),146,Lucina,an,N,N,MBA,8.50,160.310,
20000147,   147 Protogeneia (A875 NA),147,Protogeneia,an,N,N,MBA,8.72,132.93,
20000148,   148 Gallia (A875 PA),148,Gallia,an,N,N,MBA,7.58,97.75,
20000149,   149 Medusa (A875 SA),149,Medusa,an,N,N,MBA,10.54,23.719,
20000150,   150 Nuwa (A875 UA),150,Nuwa,an,N,N,MBA,8.58,119.128,
20000151,   151 Abundantia (A875 VA),151,Abundantia,an,N,N,MBA,9.32,39.037,
20000152,   152 Atala (A875 VB),152,Atala,an,N,N,MBA,8.36,58.964,
20000153,   153 Hilda (A875 VC),153,Hilda,an,N,N,OMB,7.73,170.63,
20000154,   154 Bertha (A875 VD),154,Bertha,an,N,N,MBA,7.65,192.611,
20000155,   155 Scylla (A875 VE),155,Scylla,an,N,N,MBA,11.15,39.605,
20000156,   156 Xanthippe (A875 WA),156,Xanthippe,an,N,N,MBA,8.80,143.346,
20000157,   157 Dejanira (A875 XA),157,Dejanira,an,N,N,MBA,11.18,19.959,
20000158,   158 Koronis (A876 AA),158,Koronis,an,N,N,MBA,9.32,39.025,
20000159,   159 Aemilia (A876 BA),159,Aemilia,an,N,N,MBA,8.27,125.236,
20000160,   160 Una (A876 DA),160,Una,an,N,N,MBA,9.10,81.24,
20000161,   161 Athor (A876 HA),161,Athor,an,N,N,MBA,9.29,40.992,
20000162,   162 Laurentia (A876 HB),162,Laurentia,an,N,N,MBA,9.09,97.021,
20000163,   163 Erigone (A876 HC),163,Erigone,an,N,N,MBA,9.77,81.579,
20000164,   164 Eva (A876 NA),164,Eva,an,N,N,MBA,8.77,100.254,
20000165,   165 Loreley (A876 PA),165,Loreley,an,N,N,MBA,7.81,180.083,
20000166,   166 Rhodope (A876 PB),166,Rhodope,an,N,N,MBA,9.88,52.393,
20000167,   167 Urda (A876 QA),167,Urda,an,N,N,MBA,9.37,39.935,
20000168,   168 Sibylla (A876 SA),168,Sibylla,an,N,N,OMB,8.27,145.366,
20000169,   169 Zelia (A876 SB),169,Zelia,an,N,N,MBA,9.54,37.517,
20000170,   170 Maria (A877 AA),170,Maria,an,N,N,MBA,9.31,33.136,
20000171,   171 Ophelia (A877 AB),171,Ophelia,an,N,N,MBA,8.63,130.808,
20000172,   172 Baucis (A877 CA),172,Baucis,an,N,N,MBA,8.72,62.43,
20000173,   173 Ino (A877 PA),173,Ino,an,N,N,MBA,7.91,125.821,
20000174,   174 Phaedra (A877 RA),174,Phaedra,an,N,N,MBA,8.39,64.849,
20000175,   175 Andromache (A877 TA),175,Andromache,an,N,N,MBA,8.61,94.532,
20000176,   176 Iduna (A877 TB),176,Iduna,an,N,N,MBA,8.41,106.976,
20000177,   177 Irma (A877 VA),177,Irma,an,N,N,MBA,9.62,69.049,
20000178,   178 Belisana (A877 VB),178,Belisana,an,N,N,MBA,9.49,35.81,
20000179,   179 Klytaemnestra (A877 VC),179,Klytaemnestra,an,N,N,MBA,8.26,69.946,
20000180,   180 Garumna (A878 BA),180,Garumna,an,N,N,MBA,10.31,23.440,
20000181,   181 Eucharis (A878 CB),181,Eucharis,an,N,N,MBA,8.06,115.383,
20000182,   182 Elsa (A878 CC),182,Elsa,an,N,N,MBA,9.08,39.520,
20000183,   183 Istria (A878 CD),183,Istria,an,N,N,MBA,9.47,32.927,
20000184,   184 Dejopeja (A878 DA),184,Dejopeja,an,N,N,MBA,8.37,62.483,
20000185,   185 Eunike (A878 EA),185,Eunike,an,N,N,MBA,7.62,160.464,
20000186,   186 Celuta (A878 GA),186,Celuta,an,N,N,MBA,9.07,49.99,
20000187,   187 Lamberta (A878 GB),187,Lamberta,an,N,N,MBA,8.37,147.294,
20000188,   188 Menippe (A878 MA),188,Menippe,an,N,N,MBA,9.31,35.752,
20000189,   189 Phthia (A878 RA),189,Phthia,an,N,N,MBA,9.37,38.490,
20000190,   190 Ismene (A878 SA),190,Ismene,an,N,N,OMB,7.88,159,
20000191,   191 Kolga (A878 SB),191,Kolga,an,N,N,MBA,9.09,94.536,
20000192,   192 Nausikaa (A879 DA),192,Nausikaa,an,N,N,MBA,7.21,98.776,
20000193,   193 Ambrosia (A879 DB),193,Ambrosia,an,N,N,MBA,9.77,26.302,
20000194,   194 Prokne (A879 FA),194,Prokne,an,N,N,MBA,7.83,161.667,
20000195,   195 Eurykleia (A879 HA),195,Eurykleia,an,N,N,MBA,9.22,93.109,
20000196,   196 Philomela (A879 JA),196,Philomela,an,N,N,MBA,6.72,144.626,
20000197,   197 Arete (A879 KA),197,Arete,an,N,N,MBA,9.55,31.729,
20000198,   198 Ampella (A879 LA),198,Ampella,an,N,N,MBA,8.53,54.323,
20000199,   199 Byblis (A879 NA),199,Byblis,an,N,N,MBA,8.52,76.129,
20000200,   200 Dynamene (A879 OA),200,Dynamene,an,N,N,MBA,8.45,128.301,
20000201,   201 Penelope (A879 PA),201,Penelope,an,N,N,MBA,8.55,85.877,
20000202,   202 Chryseis (A879 RA),202,Chryseis,an,N,N,MBA,7.67,86.15,
20000203,   203 Pompeja (A879 SA),203,Pompeja,an,N,N,MBA,8.92,124.592,
20000204,   204 Kallisto (A879 TA),204,Kallisto,an,N,N,MBA,8.97,48.566,
20000205,   205 Martha (A879 TB),205,Martha,an,N,N,MBA,9.42,76.983,
20000206,   206 Hersilia (A879 TC),206,Hersilia,an,N,N,MBA,8.92,113,
20000207,   207 Hedda (A879 UA),207,Hedda,an,N,N,MBA,10.25,57.880,
20000208,   208 Lacrimosa (A879 UB),208,Lacrimosa,an,N,N,MBA,9.26,40.056,
20000209,   209 Dido (A879 UC),209,Dido,an,N,N,MBA,8.30,179.008,
20000210,   210 Isabella (A879 VA),210,Isabella,an,N,N,MBA,9.40,86.65,
20000211,   211 Isolda (A879 XA),211,Isolda,an,N,N,MBA,7.97,141.125,
20000212,   212 Medea (A880 CA),212,Medea,an,N,N,MBA,8.47,136.12,
20000213,   213 Lilaea (A880 DA),213,Lilaea,an,N,N,MBA,9.09,82.096,
20000214,   214 Aschera (A880 DB),214,Aschera,an,N,N,MBA,9.31,24.957,
20000215,   215 Oenone (A880 GA),215,Oenone,an,N,N,MBA,9.57,35.210,
20000216,   216 Kleopatra (A880 GB),216,Kleopatra,an,N,N,MBA,7.02,122,
20000217,   217 Eudora (A880 QA),217,Eudora,an,N,N,MBA,9.90,65.392,
20000218,   218 Bianca (A880 RA),218,Bianca,an,N,N,MBA,8.66,60.62,
20000219,   219 Thusnelda (A880 SA),219,Thusnelda,an,N,N,MBA,9.38,37.674,
20000220,   220 Stephania (A881 KA),220,Stephania,an,N,N,MBA,11.20,31.738,
20000221,   221 Eos (A882 BA),221,Eos,an,N,N,MBA,7.71,95.469,
20000222,   222 Lucia (A882 CA),222,Lucia,an,N,N,MBA,9.60,55.350,
20000223,   223 Rosa (A882 EA),223,Rosa,an,N,N,MBA,9.88,79.806,
20000224,   224 Oceana (A882 FA),224,Oceana,an,N,N,MBA,8.67,58.236,
20000225,   225 Henrietta (A882 HA),225,Henrietta,an,N,N,OMB,8.78,95.934,
20000226,   226 Weringia (A882 OA),226,Weringia,an,N,N,MBA,9.84,31.494,
20000227,   227 Philosophia (A882 PA),227,Philosophia,an,N,N,MBA,9.13,123.891,
20000228,   228 Agathe (A882 QA),228,Agathe,an,N,N,MBA,12.27,9.30,
20000229,   229 Adelinda (A882 QB),229,Adelinda,an,N,N,OMB,9.32,105.912,
20000230,   230 Athamantis (A882 RA),230,Athamantis,an,N,N,MBA,7.43,111.332,
20000231,   231 Vindobona (A882 RB),231,Vindobona,an,N,N,MBA,9.71,73.545,
20000232,   232 Russia (A883 BA),232,Russia,an,N,N,MBA,10.58,54.730,
20000233,   233 Asterope (A883 JA),233,Asterope,an,N,N,MBA,8.41,99.672,
20000234,   234 Barbara (A883 PA),234,Barbara,an,N,N,MBA,9.11,45.476,
20000235,   235 Carolina (A883 WA),235,Carolina,an,N,N,MBA,8.98,57.517,
20000236,   236 Honoria (A884 HA),236,Honoria,an,N,N,MBA,8.19,77.708,
20000237,   237 Coelestina (A884 MA),237,Coelestina,an,N,N,MBA,9.15,41.08,
20000238,   238 Hypatia (A884 NA),238,Hypatia,an,N,N,MBA,8.04,155.659,
20000239,   239 Adrastea (A884 QA),239,Adrastea,an,N,N,MBA,10.50,37.609,
20000240,   240 Vanadis (A884 QB),240,Vanadis,an,N,N,MBA,9.13,87.928,
20000241,   241 Germania (A884 RA),241,Germania,an,N,N,MBA,7.73,168.90,
20000242,   242 Kriemhild (A884 SA),242,Kriemhild,an,N,N,MBA,9.50,40.802,
20000243,   243 Ida (A884 SB),243,Ida,an,N,N,MBA,10.06,32,0.00275
20000244,   244 Sita (A884 TA),244,Sita,an,N,N,MBA,11.99,11.077,
20000245,   245 Vera (A885 CA),245,Vera,an,N,N,MBA,7.95,75.949,
20000246,   246 Asporina (A885 EA),246,Asporina,an,N,N,MBA,8.62,50.891,
20000247,   247 Eukrate (A885 EB),247,Eukrate,an,N,N,MBA,8.14,130.935,
20000248,   248 Lameia (A885 LA),248,Lameia,an,N,N,MBA,10.29,50.120,
20000249,   249 Ilse (A885 QA),249,Ilse,an,N,N,MBA,11.40,34.83,
20000250,   250 Bettina (A885 RA),250,Bettina,an,N,N,MBA,7.68,120.995,
20000251,   251 Sophia (A885 TA),251,Sophia,an,N,N,MBA,9.95,27.495,
20000252,   252 Clementina (A885 TB),252,Clementina,an,N,N,MBA,9.93,65.344,
20000253,   253 Mathilde (A885 VA),253,Mathilde,an,N,N,MBA,10.35,52.8,0.00689
20000254,   254 Augusta (A886 FA),254,Augusta,an,N,N,MBA,11.83,12.467,
20000255,   255 Oppavia (A886 FB),255,Oppavia,an,N,N,MBA,10.52,56.939,
20000256,   256 Walpurga (A886 GA),256,Walpurga,an,N,N,MBA,9.91,66.634,
20000257,   257 Silesia (A886 GB),257,Silesia,an,N,N,MBA,9.68,72.66,
20000258,   258 Tyche (A886 JA),258,Tyche,an,N,N,MBA,8.24,64.78,
20000259,   259 Aletheia (A886 MA),259,Aletheia,an,N,N,MBA,7.80,174.318,
20000260,   260 Huberta (A886 TA),260,Huberta,an,N,N,OMB,9.28,101.539,
20000261,   261 Prymno (A886 UA),261,Prymno,an,N,N,MBA,9.54,50.011,
20000262,   262 Valda (A886 VA),262,Valda,an,N,N,MBA,11.67,14.645,
20000263,   263 Dresda (A886 VB),263,Dresda,an,N,N,MBA,10.24,23.952,
20000264,   264 Libussa (A886 YA),264,Libussa,an,N,N,MBA,8.28,62.969,
20000265,   265 Anna (A887 DA),265,Anna,an,N,N,MBA,11.88,22.767,
20000266,   266 Aline (A887 KA),266,Aline,an,N,N,MBA,8.72,109.494,
20000267,   267 Tirza (A887 KB),267,Tirza,an,N,N,MBA,10.23,55.998,
20000268,   268 Adorea (A887 LA),268,Adorea,an,N,N,MBA,8.60,144.585,
20000269,   269 Justitia (A887 SA),269,Justitia,an,N,N,MBA,9.70,50.728,
20000270,   270 Anahita (A887 TA),270,Anahita,an,N,N,MBA,8.88,51.400,
20000271,   271 Penthesilea (A887 TB),271,Penthesilea,an,N,N,MBA,9.87,65.901,
20000272,   272 Antonia (A888 CA),272,Antonia,an,N,N,MBA,10.85,26.870,
20000273,   273 Atropos (A888 EA),273,Atropos,an,N,N,MBA,10.51,29.768,
20000274,   274 Philagoria (A888 GA),274,Philagoria,an,N,N,MBA,9.99,27.307,
20000275,   275 Sapientia (A888 GB),275,Sapientia,an,N,N,MBA,9.03,103,
20000276,   276 Adelheid (A888 HA),276,Adelheid,an,N,N,MBA,8.56,114.723,
20000277,   277 Elvira (A888 JA),277,Elvira,an,N,N,MBA,9.86,30.422,
20000278,   278 Paulina (A888 KA),278,Paulina,an,N,N,MBA,9.38,32.773,
20000279,   279 Thule (A888 UA),279,Thule,an,N,N,OMB,8.58,126.59,
20000280,   280 Philia (A888 UB),280,Philia,an,N,N,MBA,10.97,45.69,
20000281,   281 Lucretia (A888 UC),281,Lucretia,an,N,N,MBA,12.04,11.036,
20000282,   282 Clorinde (A889 BA),282,Clorinde,an,N,N,MBA,11.11,39.03,
20000283,   283 Emma (A889 CA),283,Emma,an,N,N,MBA,8.77,132.385,
20000284,   284 Amalia (A889 KA),284,Amalia,an,N,N,MBA,10.30,52.95,
20000285,   285 Regina (A889 PA),285,Regina,an,N,N,MBA,10.93,47.156,
20000286,   286 Iclea (A889 PB),286,Iclea,an,N,N,MBA,9.07,94.30,
20000287,   287 Nephthys (A889 QA),287,Nephthys,an,N,N,MBA,8.25,59.615,
20000288,   288 Glauke (A890 DA),288,Glauke,an,N,N,MBA,9.86,28.981,
20000289,   289 Nenetta (A890 EA),289,Nenetta,an,N,N,MBA,9.71,37.586,
20000290,   290 Bruna (A890 FA),290,Bruna,an,N,N,MBA,12.04,9.822,
20000291,   291 Alice (A890 HA),291,Alice,an,N,N,MBA,11.54,10.456,
20000292,   292 Ludovica (A890 HB),292,Ludovica,an,N,N,MBA,10.05,30.864,
20000293,   293 Brasilia (A890 KA),293,Brasilia,an,N,N,MBA,10.24,57.486,
20000294,   294 Felicia (A890 NA),294,Felicia,an,N,N,MBA,10.28,51.865,
20000295,   295 Theresia (A890 QA),295,Theresia,an,N,N,MBA,10.04,28.340,
20000296,   296 Phaetusa (A890 QB),296,Phaetusa,an,N,N,MBA,12.53,8.196,
20000297,   297 Caecilia (A890 RA),297,Caecilia,an,N,N,MBA,9.21,39.48,
20000298,   298 Baptistina (A890 RB),298,Baptistina,an,N,N,MBA,11.20,21.135,
20000299,   299 Thora (A890 TA),299,Thora,an,N,N,MBA,11.35,15.757,
20000300,   300 Geraldina (A890 TB),300,Geraldina,an,N,N,OMB,9.75,67.373,
20000301,   301 Bavaria (A890 WA),301,Bavaria,an,N,N,MBA,10.49,53.042,
20000302,   302 Clarissa (A890 VA),302,Clarissa,an,N,N,MBA,11.28,38.53,
20000303,   303 Josephina (A891 CA),303,Josephina,an,N,N,MBA,9.08,124.923,
20000304,   304 Olga (A891 CB),304,Olga,an,N,N,MBA,10.02,65.990,
20000305,   305 Gordonia (A891 DA),305,Gordonia,an,N,N,MBA,8.86,47.739,
20000306,   306 Unitas (A891 EA),306,Unitas,an,N,N,MBA,8.74,47.200,
20000307,   307 Nike (A891 EB),307,Nike,an,N,N,MBA,10.05,61.313,
20000308,   308 Polyxo (A891 FA),308,Polyxo,an,N,N,MBA,8.17,128.578,
20000309,   309 Fraternitas (A891 GA),309,Fraternitas,an,N,N,MBA,10.65,41.075,
20000310,   310 Margarita (A891 KA),310,Margarita,an,N,N,MBA,10.19,33.708,
20000311,   311 Claudia (A891 LA),311,Claudia,an,N,N,MBA,10.05,26.300,
20000312,   312 Pierretta (A891 QA),312,Pierretta,an,N,N,MBA,8.95,46.191,
20000313,   313 Chaldaea (A891 QB),313,Chaldaea,an,N,N,MBA,9.17,71.183,
20000314,   314 Rosalia (A891 RA),314,Rosalia,an,N,N,MBA,10.14,60.689,
20000315,   315 Constantia (A891 RB),315,Constantia,an,N,N,MBA,12.56,6.534,
20000316,   316 Goberta (A891 RC),316,Goberta,an,N,N,MBA,10.16,56.067,
20000317,   317 Roxane (A891 RD),317,Roxane,an,N,N,MBA,9.75,18.648,
20000318,   318 Magdalena (A891 SA),318,Magdalena,an,N,N,MBA,9.46,85,
20000319,   319 Leona (A891 TA),319,Leona,an,N,N,OMB,10.17,49.943,
20000320,   320 Katharina (A891 TB),320,Katharina,an,N,N,MBA,10.83,23.362,
20000321,   321 Florentina (A891 TC),321,Florentina,an,N,N,MBA,10.08,27.974,
20000322,   322 Phaeo (A891 WB),322,Phaeo,an,N,N,MBA,9.15,69.855,
20000323,   323 Brucia (A891 YB),323,Brucia,an,N,N,MBA,9.49,27.714,
20000324,   324 Bamberga (A892 DA),324,Bamberga,an,N,N,MBA,7.19,220.691,
20000325,   325 Heidelberga (A892 EA),325,Heidelberga,an,N,N,OMB,8.93,75.72,
20000326,   326 Tamara (A892 FD),326,Tamara,an,N,N,MBA,9.39,93.00,
20000327,   327 Columbia (A892 FE),327,Columbia,an,N,N,MBA,10.02,30.291,
20000328,   328 Gudrun (A892 FF),328,Gudrun,an,N,N,MBA,9.00,145.680,
20000329,   329 Svea (A892 FG),329,Svea,an,N,N,MBA,9.62,81.057,
20000330,   330 Adalberta (A910 CB),330,Adalberta,an,N,N,MBA,12.51,9.111,
20000331,   331 Etheridgea (A892 GA),331,Etheridgea,an,N,N,MBA,9.93,74.92,
20000332,   332 Siri (A892 FH),332,Siri,an,N,N,MBA,9.67,40.37,
20000333,   333 Badenia (A892 QA),333,Badenia,an,N,N,MBA,9.57,72.199,
20000334,   334 Chicago (A892 QB),334,Chicago,an,N,N,OMB,7.63,198.770,
20000335,   335 Roberta (A892 RB),335,Roberta,an,N,N,MBA,9.08,97.109,
20000336,   336 Lacadiera (A892 SA),336,Lacadiera,an,N,N,MBA,9.94,63.356,
20000337,   337 Devosa (A892 SB),337,Devosa,an,N,N,MBA,8.96,64.549,
20000338,   338 Budrosa (A892 SF),338,Budrosa,an,N,N,MBA,8.59,50.506,
20000339,   339 Dorothea (A892 SC),339,Dorothea,an,N,N,MBA,9.40,44.329,
20000340,   340 Eduarda (A892 SD),340,Eduarda,an,N,N,MBA,9.99,28.025,
20000341,   341 California (A892 SE),341,California,an,N,N,MBA,11.38,15.830,
20000342,   342 Endymion (A892 UA),342,Endymion,an,N,N,MBA,10.23,64.266,
20000343,   343 Ostara (A892 VA),343,Ostara,an,N,N,MBA,11.69,18.213,
20000344,   344 Desiderata (A892 WA),344,Desiderata,an,N,N,MBA,8.28,124.181,
20000345,   345 Tercidina (A892 WB),345,Tercidina,an,N,N,MBA,9.04,90.243,
20000346,   346 Hermentaria (A892 WC),346,Hermentaria,an,N,N,MBA,7.31,86.447,
20000347,   347 Pariana (A892 WD),347,Pariana,an,N,N,MBA,8.97,48.615,
20000348,   348 May (A892 WE),348,May,an,N,N,MBA,9.58,82.82,
20000349,   349 Dembowska (A892 XB),349,Dembowska,an,N,N,MBA,5.97,139.77,
20000350,   350 Ornamenta (A892 XC),350,Ornamenta,an,N,N,MBA,8.45,128.729,
20000351,   351 Yrsa (A892 YA),351,Yrsa,an,N,N,MBA,9.16,39.720,
20000352,   352 Gisela (A893 AB),352,Gisela,an,N,N,MBA,10.11,26.744,
20000353,   353 Ruperto-Carola (A893 BB),353,Ruperto-Carola,an,N,N,MBA,10.93,14.025,
20000354,   354 Eleonora (A893 BC),354,Eleonora,an,N,N,MBA,6.17,148.970,
20000355,   355 Gabriella (A893 BD),355,Gabriella,an,N,N,MBA,10.28,24.040,
20000356,   356 Liguria (A893 BE),356,Liguria,an,N,N,MBA,8.37,145.503,
20000357,   357 Ninina (A893 CB),357,Ninina,an,N,N,MBA,8.97,124.107,
20000358,   358 Apollonia (A893 EC),358,Apollonia,an,N,N,MBA,9.12,90.116,
20000359,   359 Georgia (A893 ED),359,Georgia,an,N,N,MBA,9.40,43.89,
20000360,   360 Carlova (A893 EE),360,Carlova,an,N,N,MBA,8.49,129.125,
20000361,   361 Bononia (A893 EF),361,Bononia,an,N,N,OMB,8.36,154.334,
20000362,   362 Havnia (A893 EG),362,Havnia,an,N,N,MBA,9.10,98,
20000363,   363 Padua (A893 FD),363,Padua,an,N,N,MBA,9.03,97,
20000364,   364 Isara (A893 FE),364,Isara,an,N,N,MBA,9.91,25.901,
20000365,   365 Corduba (A893 FF),365,Corduba,an,N,N,MBA,9.20,86.773,
20000366,   366 Vincentina (A893 FG),366,Vincentina,an,N,N,MBA,8.66,86.368,
20000367,   367 Amicitia (A893 KB),367,Amicitia,an,N,N,MBA,10.61,21.243,
20000368,   368 Haidea (A893 KC),368,Haidea,an,N,N,MBA,9.92,69.277,
20000369,   369 Aeria (A893 NA),369,Aeria,an,N,N,MBA,8.62,73.767,
20000370,   370 Modestia (A893 NB),370,Modestia,an,N,N,MBA,10.67,38.093,
20000371,   371 Bohemia (A893 OA),371,Bohemia,an,N,N,MBA,8.74,52.976,
20000372,   372 Palma (A893 QB),372,Palma,an,N,N,MBA,7.39,173.642,
20000373,   373 Melusina (A893 RA),373,Melusina,an,N,N,MBA,9.13,98.695,
20000374,   374 Burgundia (A893 SA),374,Burgundia,an,N,N,MBA,8.76,44.67,
20000375,   375 Ursula (A893 SB),375,Ursula,an,N,N,MBA,7.48,216,
20000376,   376 Geometria (A893 SC),376,Geometria,an,N,N,MBA,9.56,35.465,
20000377,   377 Campania (A893 SD),377,Campania,an,N,N,MBA,9.11,90.346,
20000378,   378 Holmia (A893 XA),378,Holmia,an,N,N,MBA,9.80,27.831,
20000379,   379 Huenna (A894 AA),379,Huenna,an,N,N,MBA,9.10,84.787,
20000380,   380 Fiducia (A894 AB),380,Fiducia,an,N,N,MBA,9.61,67.508,
20000381,   381 Myrrha (A894 AC),381,Myrrha,an,N,N,OMB,8.38,127.639,
20000382,   382 Dodona (A894 BB),382,Dodona,an,N,N,MBA,8.77,65.209,
20000383,   383 Janina (A894 BC),383,Janina,an,N,N,MBA,10.04,43.482,
20000384,   384 Burdigala (A894 CA),384,Burdigala,an,N,N,MBA,9.38,34.435,
20000385,   385 Ilmatar (A894 EA),385,Ilmatar,an,N,N,MBA,7.80,85.837,
20000386,   386 Siegena (A894 EB),386,Siegena,an,N,N,MBA,7.74,165.01,
20000387,   387 Aquitania (A894 EC),387,Aquitania,an,N,N,MBA,7.49,100.51,
20000388,   388 Charybdis (A894 ED),388,Charybdis,an,N,N,MBA,8.71,125.754,
20000389,   389 Industria (A894 EE),389,Industria,an,N,N,MBA,7.95,74.378,
20000390,   390 Alma (A894 FA),390,Alma,an,N,N,MBA,10.19,25.688,
20000391,   391 Ingeborg (A894 VB),391,Ingeborg,an,N,N,MCA,10.85,15.751,
20000392,   392 Wilhelmina (A894 VD),392,Wilhelmina,an,N,N,MBA,9.73,60.750,
20000393,   393 Lampetia (A894 VC),393,Lampetia,an,N,N,MBA,8.37,116.191,
20000394,   394 Arduina (A894 WB),394,Arduina,an,N,N,MBA,9.70,29.970,
20000395,   395 Delia (A894 WC),395,Delia,an,N,N,MBA,10.52,44.189,
20000396,   396 Aeolia (A894 XA),396,Aeolia,an,N,N,MBA,10.12,39.242,
20000397,   397 Vienna (A894 YA),397,Vienna,an,N,N,MBA,9.35,49.032,
20000398,   398 Admete (A894 YB),398,Admete,an,N,N,MBA,10.70,49.771,
20000399,   399 Persephone (A895 DD),399,Persephone,an,N,N,MBA,8.91,39.566,
20000400,   400 Ducrosa (A895 EC),400,Ducrosa,an,N,N,MBA,10.74,36.001,
20000401,   401 Ottilia (A895 FA),401,Ottilia,an,N,N,OMB,9.44,87.803,
20000402,   402 Chloe (A895 FB),402,Chloe,an,N,N,MBA,9.10,55.421,
20000403,   403 Cyane (A895 KA),403,Cyane,an,N,N,MBA,9.03,53.574,
20000404,   404 Arsinoe (A895 MA),404,Arsinoe,an,N,N,MBA,9.13,94.970,
20000405,   405 Thia (A895 OB),405,Thia,an,N,N,MBA,8.79,108.894,
20000406,   406 Erna (A895 QA),406,Erna,an,N,N,MBA,10.42,46.266,
20000407,   407 Arachne (A895 TB),407,Arachne,an,N,N,MBA,9.16,95.07,
20000408,   408 Fama (A917 RB),408,Fama,an,N,N,MBA,9.36,35.620,
20000409,   409 Aspasia (A895 XC),409,Aspasia,an,N,N,MBA,7.65,171.012,
20000410,   410 Chloris (A896 AC),410,Chloris,an,N,N,MBA,8.42,118.929,
